year,mag,lon,lat,depth
2014.0,6.0,-140.5501,60.2171,14.8
2014.0,6.3,126.5698,5.6813,44.94
2014.0,6.5,142.4248,37.0402,10.5
2014.0,6.3,168.359,-17.6169,114.0
2014.0,6.9,-92.4089,14.7418,60.0
2014.0,6.0,97.0151,1.9946,30.0
2014.0,6.6,152.8208,-6.2049,10.0
2014.0,6.3,-176.5257,-30.5328,20.03
2014.0,6.2,138.864,28.3536,512.4
2014.0,6.7,-175.5669,-15.0432,10.0
2014.0,6.4,-175.2625,-14.7656,10.0
2014.0,6.0,-28.1372,-55.3872,10.0
2014.0,6.9,-28.4505,-55.5062,16.46
2014.0,6.2,142.5906,24.4013,43.19
2014.0,6.3,176.7156,52.2524,4.0
2014.0,6.0,178.412,51.9654,106.76
2014.0,7.9,178.7604,51.7972,107.49
2014.0,6.2,-177.523,-29.9623,20.0
2014.0,6.3,-177.6388,-30.025,20.0
2014.0,6.9,-177.67,-30.1181,20.0
2014.0,6.4,166.8264,-13.5767,59.87
2014.0,6.5,91.0921,-10.1229,4.0
2014.0,6.2,-107.469,18.7876,5.0
2014.0,6.9,25.3821,40.2996,10.0
2014.0,6.0,88.0335,18.2043,47.45
2014.0,6.0,92.7574,4.2485,35.0
2014.0,6.3,122.0604,9.3832,15.46
2014.0,6.3,144.9363,6.4264,11.0
2014.0,6.1,144.9238,6.4507,10.0
2014.0,6.5,-82.3045,7.2096,10.0
2014.0,6.5,-114.7995,-49.9403,10.47
2014.0,6.0,-100.8122,17.2192,23.0
2014.0,6.4,-100.7461,17.2349,17.09
2014.0,6.0,154.9011,-6.9599,10.0
2014.0,6.3,-97.054,-36.1703,16.83
2014.0,6.1,99.6696,19.6557,6.0
2014.0,6.0,139.4186,34.9118,153.0
2014.0,6.3,178.2401,-25.8072,634.21
2014.0,6.6,179.0856,-24.6108,527.0
2014.0,6.6,170.3546,-21.4542,106.0
2014.0,6.1,-174.7068,-20.752,45.0
2014.0,6.5,-127.7316,49.6388,10.0
2014.0,6.2,155.3351,-7.1646,20.0
2014.0,7.5,155.0241,-6.7547,43.37
2014.0,6.6,155.0869,-6.6558,29.0
2014.0,7.2,-100.9723,17.397,24.0
2014.0,6.1,164.8139,-11.1387,10.0
2014.0,6.2,155.7431,-62.8705,20.56
2014.0,6.8,8.722,-53.4967,11.18
2014.0,6.6,162.052,-11.1284,10.0
2014.0,7.4,162.0511,-11.4633,39.0
2014.0,7.6,162.1481,-11.2701,22.56
2014.0,6.1,155.238,-7.1033,20.0
2014.0,6.6,-85.8779,11.642,135.0
2014.0,6.5,154.9502,-6.7878,20.0
2014.0,7.1,155.0485,-6.5858,60.53
2014.0,6.2,-70.6472,-20.659,13.77
2014.0,6.1,-86.3783,12.4029,13.0
2014.0,6.0,161.7027,-10.5365,57.0
2014.0,6.3,-70.654,-20.6426,13.71
2014.0,6.4,-70.5865,-20.7969,25.0
2014.0,7.7,-70.4931,-20.5709,22.4
2014.0,6.5,-70.5756,-20.3113,24.07
2014.0,6.0,-82.34,7.94,25.0
2014.0,6.9,-70.9455,-19.8927,28.42
2014.0,8.2,-70.7691,-19.6097,25.0
2014.0,6.0,166.5894,-12.0989,98.0
2014.0,6.3,179.2877,-26.1692,495.0
2014.0,6.3,-70.8538,-19.6899,21.0
2014.0,6.2,-70.874,-19.7625,20.0
2014.0,6.4,94.3342,7.7448,21.54
2014.0,6.4,-70.8837,-20.0168,21.0
2014.0,6.7,-70.7022,-19.9807,20.0
2014.0,6.3,-80.9709,-5.5745,29.0
2014.0,6.1,-76.3113,-14.0848,20.0
2014.0,6.3,131.8249,33.6842,79.0
2014.0,6.1,148.5531,-3.0856,7.0
2014.0,6.4,-19.9775,-60.8623,10.0
2014.0,6.8,-125.1338,40.8287,16.6
2014.0,6.3,169.8234,-14.7378,638.0
2014.0,6.0,-93.1535,14.1833,18.47
2014.0,6.5,127.3674,27.4312,119.0
2014.0,6.2,-87.6879,12.5559,60.0
2014.0,6.1,-171.821,53.6047,265.0
2014.0,6.5,-58.9272,14.6682,14.83
2014.0,6.9,82.5864,35.9053,10.0
2014.0,6.0,154.435,-5.9651,41.8
2014.0,6.5,167.3721,-15.0691,122.0
2014.0,6.0,20.3897,38.2637,5.0
2014.0,6.5,-177.8806,-32.9076,44.26
2014.0,6.1,-27.3391,-56.8269,129.97
2014.0,6.1,20.4528,38.2082,8.0
2014.0,6.1,109.2653,-7.9855,66.0
2014.0,6.1,-174.6812,-15.1443,6.12
2014.0,6.1,175.8144,-40.6595,28.0
2014.0,6.4,-66.8096,19.0428,20.0
2014.0,6.5,167.249,-13.8633,187.0
2013.0,6.2,146.7903,20.7727,9.0
2013.0,6.0,149.1667,44.4438,28.0
2013.0,6.0,96.8261,2.044,20.0
2013.0,6.4,128.3791,-7.0269,9.87
2013.0,6.0,-53.9107,-53.8708,14.83
2013.0,7.0,-55.0033,-53.9451,11.78
2013.0,6.0,151.0047,45.5613,34.0
2013.0,6.5,-176.5449,-17.1171,371.0
2013.0,6.0,145.2041,18.4753,511.0
2013.0,6.0,128.4339,2.6403,38.0
2013.0,7.7,-46.4011,-60.2738,10.0
2013.0,6.9,-47.0621,-60.2627,9.97
2013.0,6.1,-47.1233,-60.2814,11.07
2013.0,6.4,162.3024,54.6859,43.0
2013.0,6.2,-172.6411,-19.1711,10.05
2013.0,6.0,-112.5956,-23.6357,9.98
2013.0,6.6,-71.5215,-30.2921,27.0
2013.0,6.3,121.4366,23.5904,10.0
2013.0,6.2,-73.395,-35.314,41.5
2013.0,7.1,144.6611,37.1557,35.0
2013.0,6.7,-12.7964,-58.153,22.87
2013.0,6.0,-177.1425,-23.0067,160.0
2013.0,6.6,-110.3209,26.0913,9.45
2013.0,6.8,154.931,-6.4456,35.0
2013.0,7.1,124.1167,9.8796,19.04
2013.0,6.6,23.2523,35.5142,40.0
2013.0,6.0,-62.315,10.9048,63.0
2013.0,6.2,-178.4838,-30.6623,151.0
2013.0,6.2,-97.4761,-36.7267,10.28
2013.0,6.0,141.6905,12.3115,104.0
2013.0,6.4,78.3693,-38.6062,12.72
2013.0,6.7,152.7864,53.1995,573.0
2013.0,6.5,-178.3234,-30.9255,41.54
2013.0,6.8,65.5052,27.1825,12.0
2013.0,7.1,-74.5112,-15.8385,40.0
2013.0,6.1,-113.7439,-49.9585,10.0
2013.0,7.7,65.5009,26.951,15.0
2013.0,6.1,120.0106,-7.3308,549.92
2013.0,6.1,-174.716,51.5751,24.02
2013.0,6.1,-104.5783,-4.5472,10.52
2013.0,6.4,-92.1207,14.6056,66.0
2013.0,6.0,-45.232,15.1836,10.0
2013.0,6.0,-174.8537,51.573,17.0
2013.0,6.5,-174.7671,51.5573,20.0
2013.0,6.0,-130.2245,51.1832,9.92
2013.0,6.5,138.8325,29.9377,402.0
2013.0,6.1,-130.3971,51.244,2.73
2013.0,6.5,128.2209,-7.44,112.0
2013.0,6.0,-174.9407,51.2381,18.0
2013.0,7.0,-175.2297,51.537,29.0
2013.0,6.2,179.6335,-27.7829,478.0
2013.0,6.2,-99.498,16.8784,21.0
2013.0,6.1,54.0927,-34.8853,10.0
2013.0,6.5,174.152,-41.734,8.2
2013.0,6.7,-78.1999,5.7732,12.0
2013.0,6.2,-81.9268,-5.3962,10.0
2013.0,6.1,-179.678,-30.6285,340.6
2013.0,6.0,129.8088,-7.1354,95.0
2013.0,6.0,-173.5006,-15.2443,31.65
2013.0,6.2,-23.841,-57.9145,13.0
2013.0,6.1,167.6889,-15.3792,124.0
2013.0,6.1,34.8255,-46.0417,10.0
2013.0,6.5,174.4431,-41.7134,14.0
2013.0,6.0,-71.7729,-15.6346,6.59
2013.0,6.0,154.7822,-6.3085,44.25
2013.0,7.3,-25.1436,-60.8679,30.98
2013.0,6.6,149.7215,-6.0155,62.03
2013.0,7.3,153.9204,-3.9234,386.25
2013.0,6.0,100.5668,-3.249,19.7
2013.0,6.1,155.6438,-7.039,72.0
2013.0,6.1,96.687,4.698,10.0
2013.0,6.6,-42.594,10.701,10.0
2013.0,6.0,25.114,34.27,26.0
2013.0,6.5,-86.9754,11.7246,35.81
2013.0,6.2,25.0435,34.4488,10.0
2013.0,6.0,179.402,-33.853,195.0
2013.0,6.7,107.243,-9.998,8.6
2013.0,6.1,166.299,-11.401,39.0
2013.0,6.2,121.133,23.794,17.0
2013.0,6.7,151.515,52.222,623.0
2013.0,8.3,153.281,54.874,608.9
2013.0,6.3,-175.765,-20.561,149.1
2013.0,7.4,-177.109,-23.025,171.4
2013.0,6.1,159.986,52.307,36.7
2013.0,6.0,160.486,52.469,15.1
2013.0,6.4,-80.746,-44.866,10.0
2013.0,6.0,141.471,37.739,39.0
2013.0,6.8,145.287,18.728,602.3
2013.0,6.4,-175.099,-17.954,212.2
2013.0,6.1,57.77,26.56,15.0
2013.0,6.0,175.064,-19.638,70.1
2013.0,6.2,-178.9155,-28.7357,349.02
2013.0,6.1,-178.916,-28.681,351.0
2013.0,6.5,152.12,-3.913,23.3
2013.0,6.0,-101.908,18.127,30.0
2013.0,6.1,138.887,29.933,421.9
2013.0,6.1,157.165,50.105,18.0
2013.0,6.6,102.888,30.308,14.0
2013.0,6.1,157.663,49.958,20.0
2013.0,7.2,150.783,46.224,112.2
2013.0,6.6,142.543,-3.218,13.0
2013.0,7.7,62.053,28.107,82.0
2013.0,6.6,154.607,-6.475,31.0
2013.0,6.0,169.535,-19.141,280.2
2013.0,6.4,51.591,28.5,10.0
2013.0,7.0,138.477,-3.513,66.0
2013.0,6.3,131.105,42.713,561.9
2013.0,6.0,143.2076,39.516,20.89
2013.0,6.2,-90.439,14.596,189.0
2013.0,6.1,173.37,-20.757,10.0
2013.0,6.5,148.155,-6.653,28.9
2013.0,6.5,157.448,50.949,29.0
2013.0,6.4,157.511,50.938,40.9
2013.0,6.9,157.339,50.942,41.0
2013.0,6.1,-63.195,-27.993,585.8
2013.0,6.1,125.748,5.812,105.0
2013.0,6.6,142.564,67.582,9.9
2013.0,6.0,165.459,-10.959,11.0
2013.0,6.6,165.838,-10.952,15.6
2013.0,6.9,-77.4,1.142,145.0
2013.0,7.1,166.021,-10.932,21.0
2013.0,6.8,165.886,-10.905,15.9
2013.0,6.7,165.658,-11.001,10.0
2013.0,6.0,164.94,-11.658,8.0
2013.0,6.0,165.727,-11.245,14.0
2013.0,6.0,164.764,-10.643,10.0
2013.0,6.1,164.512,-10.784,10.1
2013.0,7.0,165.772,-10.479,9.8
2013.0,7.1,164.9323,-11.2541,10.14
2013.0,8.0,165.138,-10.738,28.7
2013.0,6.0,165.248,-10.865,12.6
2013.0,6.0,165.255,-10.938,3.2
2013.0,6.9,143.106,42.758,107.0
2013.0,6.4,165.378,-11.12,10.0
2013.0,6.3,165.379,-10.896,10.0
2013.0,6.0,165.532,-11.104,15.0
2013.0,6.1,166.382,-10.628,9.2
2013.0,6.1,166.371,-10.635,11.0
2013.0,6.8,-70.621,-28.08,45.0
2013.0,6.1,79.708,42.605,15.0
2013.0,6.1,95.856,4.966,11.6
2013.0,6.1,-161.432,-62.571,10.0
2013.0,7.5,-134.65,55.394,10.0
2012.0,6.7,167.286,-14.344,200.7
2012.0,6.1,123.807,-0.649,44.2
2012.0,6.1,153.016,-4.632,52.0
2012.0,6.0,174.011,52.291,26.0
2012.0,6.3,-119.66,31.095,13.0
2012.0,6.0,126.231,0.533,30.0
2012.0,7.1,129.825,-6.533,155.0
2012.0,6.3,176.099,-38.471,163.0
2012.0,6.2,143.764,37.914,32.0
2012.0,7.3,143.949,37.89,31.0
2012.0,6.1,167.645,-16.975,32.0
2012.0,6.0,151.602,-5.705,13.0
2012.0,6.5,155.425,49.28,29.0
2012.0,6.1,-100.382,18.346,53.0
2012.0,6.1,-71.19,-29.118,63.0
2012.0,6.1,-77.053,-45.761,9.0
2012.0,6.3,-142.855,57.792,9.0
2012.0,6.5,-92.164,14.129,20.0
2012.0,6.8,95.885,23.005,13.7
2012.0,6.0,-75.071,-8.866,129.0
2012.0,6.1,-128.477,49.231,13.7
2012.0,7.4,-91.854,13.963,24.0
2012.0,6.1,126.158,9.212,37.0
2012.0,6.2,-131.902,52.365,9.0
2012.0,6.3,-132.602,52.674,9.0
2012.0,7.8,-132.101,52.788,14.0
2012.0,6.5,-85.298,10.086,17.0
2012.0,6.2,166.564,-13.552,36.0
2012.0,6.0,124.52,4.232,326.0
2012.0,6.6,134.03,-4.892,13.0
2012.0,6.6,153.699,-60.326,10.0
2012.0,6.1,129.129,-4.472,10.0
2012.0,6.1,143.099,39.808,15.0
2012.0,7.3,-76.362,1.929,170.0
2012.0,6.4,-178.295,51.592,16.0
2012.0,6.3,-110.173,24.666,10.0
2012.0,6.2,100.594,-3.319,19.0
2012.0,6.1,135.109,-3.177,21.0
2012.0,7.6,-85.315,10.085,35.0
2012.0,6.0,166.513,-12.476,27.0
2012.0,6.1,113.931,-10.708,14.0
2012.0,7.6,126.638,10.811,28.0
2012.0,6.8,-10.605,71.441,14.0
2012.0,7.3,-88.59,12.139,28.0
2012.0,6.6,126.837,2.19,91.1
2012.0,6.2,144.57,-4.766,73.0
2012.0,6.3,120.096,-1.315,10.0
2012.0,7.7,145.064,49.8,583.2
2012.0,6.2,82.518,35.661,13.0
2012.0,6.2,46.745,38.389,12.0
2012.0,6.4,46.826,38.329,11.0
2012.0,6.2,-167.421,52.633,13.0
2012.0,6.1,153.275,-4.654,46.0
2012.0,6.1,-74.259,-8.414,144.6
2012.0,6.5,153.173,-4.651,41.0
2012.0,6.7,66.391,-17.592,20.0
2012.0,6.4,159.727,-9.694,20.0
2012.0,6.4,96.045,2.707,22.0
2012.0,6.0,155.907,49.407,19.0
2012.0,6.0,151.288,45.497,20.0
2012.0,6.3,167.34,-14.657,160.1
2012.0,6.3,173.756,-40.023,229.8
2012.0,6.3,84.7,43.433,18.0
2012.0,6.0,163.195,57.601,10.0
2012.0,6.1,97.896,3.009,95.0
2012.0,6.0,171.619,53.351,14.0
2012.0,6.3,141.831,38.919,36.0
2012.0,6.0,28.88,36.42,35.0
2012.0,6.1,-72.413,-15.877,110.0
2012.0,6.0,-70.57,-36.074,8.0
2012.0,6.1,141.132,34.943,15.0
2012.0,6.3,-82.563,5.508,7.0
2012.0,6.3,-82.629,5.305,7.0
2012.0,6.7,-63.094,-28.043,586.9
2012.0,6.0,140.055,26.91,487.4
2012.0,6.1,5.683,72.96,10.0
2012.0,6.0,139.516,-50.42,10.0
2012.0,6.3,143.164,39.646,11.0
2012.0,6.0,11.23,44.89,6.3
2012.0,6.3,-80.159,-44.806,10.0
2012.0,6.2,-69.591,-17.678,105.9
2012.0,6.0,-92.897,14.376,14.0
2012.0,6.6,-174.705,-18.685,134.7
2012.0,6.0,-177.412,-28.556,114.0
2012.0,6.0,134.197,-1.635,17.4
2012.0,6.7,134.276,-1.617,16.0
2012.0,6.2,-16.612,-59.016,12.0
2012.0,6.8,147.117,-5.462,198.0
2012.0,6.7,-71.365,-32.625,29.0
2012.0,6.2,90.269,2.581,25.0
2012.0,6.2,168.741,-18.972,11.0
2012.0,6.2,-65.308,-57.679,15.0
2012.0,7.0,-113.104,28.696,13.0
2012.0,6.0,-113.027,28.837,9.0
2012.0,6.5,-102.689,18.229,20.0
2012.0,6.0,-127.638,43.584,8.0
2012.0,8.2,92.463,0.802,25.1
2012.0,6.0,91.735,1.254,10.0
2012.0,8.6,93.063,2.327,20.0
2012.0,6.1,153.457,-4.551,108.5
2012.0,6.0,-98.316,16.395,9.0
2012.0,6.1,142.017,39.859,15.0
2012.0,6.0,-104.16,10.071,10.0
2012.0,7.1,-72.217,-35.2,40.7
2012.0,6.6,145.955,-6.242,118.0
2012.0,7.4,-98.231,16.493,20.0
2012.0,6.1,140.266,-3.812,66.0
2012.0,6.2,151.042,-5.595,28.0
2012.0,6.0,140.695,35.687,10.0
2012.0,6.1,144.761,40.781,10.0
2012.0,6.9,144.944,40.887,12.0
2012.0,6.7,169.613,-19.125,16.0
2012.0,6.1,-63.294,-28.246,553.9
2012.0,6.6,170.34,-22.141,14.0
2012.0,6.7,95.991,51.708,12.0
2012.0,6.0,-177.238,-24.495,10.0
2012.0,6.4,161.102,-10.39,51.0
2012.0,6.0,123.095,9.885,9.0
2012.0,6.7,123.206,9.999,11.0
2012.0,6.1,167.226,-17.948,8.0
2012.0,6.1,168.917,-18.894,145.0
2012.0,6.1,167.277,-17.378,8.0
2012.0,7.1,167.133,-17.827,23.0
2012.0,6.4,-75.635,-14.168,43.0
2012.0,6.3,178.52,-24.977,580.3
2012.0,6.1,-73.03,-36.409,20.0
2012.0,6.0,-25.147,-56.759,13.0
2012.0,6.2,-93.005,14.873,45.0
2012.0,6.0,-55.965,-60.882,10.0
2012.0,6.6,-56.113,-60.948,8.0
2012.0,7.2,93.21,2.433,19.0
2012.0,6.4,165.16,-10.617,28.0
2012.0,6.8,138.072,31.456,365.3
2011.0,6.6,95.911,51.842,15.0
2011.0,6.0,-173.862,-16.198,90.0
2011.0,6.0,-179.099,-32.718,32.0
2011.0,7.1,146.804,-7.561,140.9
2011.0,6.0,123.03,0.041,161.0
2011.0,6.2,-28.184,-56.009,116.0
2011.0,6.5,-99.963,17.844,54.2
2011.0,6.1,-70.918,-27.899,20.0
2011.0,6.0,118.999,15.455,9.0
2011.0,6.1,153.733,-5.48,25.0
2011.0,6.2,142.639,41.898,38.0
2011.0,6.1,141.368,37.365,34.0
2011.0,6.6,-65.09,-15.364,549.9
2011.0,6.0,-81.546,-1.702,26.6
2011.0,6.3,126.91,-0.949,17.0
2011.0,6.0,-124.439,-55.981,10.0
2011.0,6.9,125.621,27.324,224.9
2011.0,6.0,-85.861,11.56,177.0
2011.0,6.1,-128.843,-55.294,10.0
2011.0,6.3,-109.205,19.831,10.0
2011.0,6.9,-75.966,-14.438,24.0
2011.0,6.0,-179.531,-17.941,602.9
2011.0,7.1,43.513,38.722,16.0
2011.0,7.4,-176.238,-28.993,33.0
2011.0,6.1,142.479,43.892,187.0
2011.0,6.1,151.037,-5.785,26.0
2011.0,6.0,123.722,54.08,12.0
2011.0,6.5,147.881,-6.57,37.0
2011.0,6.1,114.587,-9.35,39.0
2011.0,6.1,-179.038,-32.514,36.0
2011.0,6.4,-175.311,-15.437,10.0
2011.0,6.9,88.155,27.73,50.0
2011.0,6.7,142.78,40.271,35.0
2011.0,7.3,-179.528,-21.611,644.6
2011.0,6.1,141.338,36.256,28.0
2011.0,6.1,-179.039,-35.366,10.0
2011.0,6.0,172.984,53.107,15.0
2011.0,6.4,-126.893,49.535,22.0
2011.0,6.7,97.893,2.965,91.0
2011.0,6.2,-173.621,-15.295,37.0
2011.0,7.0,169.716,-20.671,185.1
2011.0,6.4,-26.847,-56.451,84.0
2011.0,6.7,-63.029,-28.398,578.9
2011.0,6.9,-171.708,52.171,32.0
2011.0,6.0,166.657,-12.357,39.0
2011.0,6.9,126.752,-6.362,469.8
2011.0,6.2,167.727,-18.155,13.0
2011.0,7.0,-74.525,-7.641,147.0
2011.0,6.1,104.054,-6.282,29.0
2011.0,7.1,168.218,-18.311,28.0
2011.0,6.5,168.156,-18.308,35.0
2011.0,7.2,168.143,-18.365,32.0
2011.0,6.2,141.652,37.671,47.0
2011.0,6.2,-177.004,-16.522,407.9
2011.0,6.1,143.77,36.765,9.0
2011.0,6.1,128.002,-2.331,35.0
2011.0,6.0,-12.618,-7.04,10.0
2011.0,6.1,154.769,48.833,36.0
2011.0,6.6,144.828,-3.518,10.0
2011.0,6.1,171.579,-17.016,10.0
2011.0,6.3,140.959,36.943,30.0
2011.0,6.7,179.76,-23.784,523.0
2011.0,6.0,-109.525,25.101,12.0
2011.0,6.3,150.611,-3.182,10.0
2011.0,6.3,141.394,37.727,35.0
2011.0,6.3,141.815,38.898,41.0
2011.0,6.0,164.452,-62.496,10.0
2011.0,6.0,162.01,-10.34,21.0
2011.0,6.1,71.41,40.081,20.0
2011.0,6.1,-161.29,54.787,36.0
2011.0,6.0,-71.832,-33.819,20.0
2011.0,6.1,-23.523,-60.762,10.0
2011.0,6.4,122.175,9.509,19.0
2011.0,7.0,143.264,38.034,23.0
2011.0,6.0,-177.007,-29.436,15.2
2011.0,6.0,-177.051,-29.337,14.0
2011.0,7.6,-176.34,-29.539,17.0
2011.0,6.3,136.631,-2.384,17.0
2011.0,7.3,-171.836,52.05,52.0
2011.0,6.7,142.205,39.955,33.0
2011.0,6.0,165.551,-11.479,14.0
2011.0,6.4,-68.228,-21.701,128.0
2011.0,6.4,151.04,-5.928,16.0
2011.0,6.3,126.457,2.515,61.1
2011.0,6.4,146.62,-55.843,3.0
2011.0,6.1,143.907,37.285,14.0
2011.0,6.3,-73.691,-37.578,21.0
2011.0,6.4,154.414,-6.104,40.0
2011.0,6.1,-25.647,0.569,10.0
2011.0,6.1,141.341,37.396,35.0
2011.0,6.8,168.226,-20.244,11.0
2011.0,6.0,144.032,38.17,11.0
2011.0,6.1,-82.333,6.851,8.0
2011.0,6.1,122.771,-4.586,8.0
2011.0,6.8,161.2,-10.375,79.0
2011.0,6.2,140.305,35.579,43.0
2011.0,6.6,179.874,-34.336,86.0
2011.0,6.0,143.34,39.583,22.0
2011.0,6.2,140.575,35.417,15.0
2011.0,6.6,140.401,37.001,11.0
2011.0,7.1,141.588,38.276,42.0
2011.0,6.6,-94.338,17.208,166.2
2011.0,6.0,97.097,1.615,25.3
2011.0,6.7,107.693,-9.848,14.0
2011.0,6.4,-178.585,-17.642,551.7
2011.0,6.0,26.56,35.662,59.9
2011.0,6.0,141.821,38.922,42.0
2011.0,6.3,-177.517,-16.541,15.5
2011.0,6.1,142.29,37.401,15.0
2011.0,6.2,142.011,38.415,19.0
2011.0,6.0,-179.406,-15.851,10.0
2011.0,6.0,-179.405,-15.848,6.0
2011.0,6.2,141.88,38.772,39.0
2011.0,6.9,99.822,20.687,8.0
2011.0,6.4,143.437,39.851,13.0
2011.0,6.1,141.791,37.325,31.0
2011.0,6.4,144.003,37.244,11.0
2011.0,6.0,121.246,18.994,27.0
2011.0,6.2,142.168,40.136,29.0
2011.0,6.2,167.826,-17.275,17.0
2011.0,6.1,143.288,40.335,18.0
2011.0,6.0,138.582,35.272,9.0
2011.0,6.0,142.237,37.576,28.0
2011.0,6.0,142.456,37.785,14.0
2011.0,6.1,141.637,35.723,8.0
2011.0,6.1,141.72,38.047,15.0
2011.0,6.1,141.159,37.249,38.0
2011.0,6.5,142.648,37.594,20.0
2011.0,6.1,142.633,39.005,17.4
2011.0,6.2,139.055,40.483,10.0
2011.0,6.0,142.872,39.342,27.1
2011.0,6.2,138.376,37.014,9.3
2011.0,6.0,141.864,36.398,52.8
2011.0,6.3,141.808,35.994,21.0
2011.0,6.6,142.463,39.241,25.7
2011.0,6.0,142.76,39.185,26.5
2011.0,6.0,142.967,39.14,27.6
2011.0,6.0,141.176,37.469,37.3
2011.0,6.0,142.657,38.017,42.8
2011.0,6.1,143.017,37.367,17.0
2011.0,6.5,141.562,36.166,6.8
2011.0,6.1,144.541,37.047,41.0
2011.0,6.2,141.486,36.569,39.6
2011.0,6.0,141.195,37.442,49.2
2011.0,6.3,142.349,39.031,45.4
2011.0,6.1,141.824,36.823,28.4
2011.0,6.1,144.529,37.934,39.5
2011.0,6.3,141.823,36.586,24.7
2011.0,6.3,144.725,37.357,35.9
2011.0,6.0,140.875,35.712,47.5
2011.0,6.1,144.237,37.337,47.3
2011.0,6.2,142.724,37.961,11.7
2011.0,6.1,144.233,37.812,40.6
2011.0,7.7,144.59,38.058,18.6
2011.0,6.2,142.284,39.03,56.3
2011.0,6.2,142.813,38.29,51.7
2011.0,6.5,142.067,36.004,49.3
2011.0,6.6,142.269,36.023,16.0
2011.0,7.9,141.111,36.281,42.6
2011.0,6.3,143.802,37.93,35.0
2011.0,6.2,141.601,37.211,40.1
2011.0,6.2,144.233,37.788,25.4
2011.0,6.7,143.37,38.969,2.8
2011.0,6.4,141.876,36.419,32.3
2011.0,6.3,142.29,39.003,42.7
2011.0,6.2,142.492,38.095,40.6
2011.0,6.3,142.155,37.623,50.7
2011.0,6.4,143.351,37.359,35.0
2011.0,6.3,141.184,37.712,32.3
2011.0,9.0,142.373,38.297,29.0
2011.0,6.5,116.72,-6.873,510.6
2011.0,6.4,149.777,-5.985,29.0
2011.0,6.5,142.808,38.296,15.0
2011.0,6.0,142.648,38.345,23.0
2011.0,6.0,142.434,38.315,22.0
2011.0,7.3,142.842,38.435,32.0
2011.0,6.3,160.766,-10.349,22.0
2011.0,6.5,-27.063,-56.422,87.7
2011.0,6.3,-69.362,-18.021,118.0
2011.0,6.0,-111.981,-29.701,10.0
2011.0,6.1,172.68,-43.583,5.9
2011.0,6.5,178.394,-26.142,558.1
2011.0,6.1,162.117,55.918,33.0
2011.0,6.1,121.483,-2.497,16.2
2011.0,6.7,-72.834,-35.38,21.0
2011.0,6.0,-73.176,-36.649,17.0
2011.0,6.1,-175.672,-20.879,85.0
2011.0,6.1,-72.954,-37.027,16.0
2011.0,6.9,-72.96,-36.422,26.0
2011.0,6.6,123.039,4.077,525.0
2011.0,6.5,122.974,4.195,523.2
2011.0,6.4,155.184,-7.154,415.0
2011.0,6.2,94.68,24.618,85.0
2011.0,6.0,-175.622,-22.009,76.0
2011.0,6.2,-6.657,70.931,15.0
2011.0,6.2,59.015,28.195,10.0
2011.0,6.1,96.829,2.205,23.0
2011.0,6.0,72.791,38.413,110.0
2011.0,7.2,63.951,28.777,68.0
2011.0,6.0,102.647,-5.03,36.0
2011.0,7.0,168.471,-20.628,9.0
2011.0,6.4,139.882,26.973,512.0
2011.0,6.1,168.155,-19.201,18.0
2011.0,6.5,168.312,-19.155,22.0
2011.0,6.1,171.631,-22.26,112.2
2011.0,7.2,-73.326,-38.355,24.0
2011.0,7.0,-63.136,-26.803,576.8
2010.0,6.4,168.14,-19.661,16.0
2010.0,6.3,-179.802,-23.407,551.0
2010.0,6.0,168.284,-19.616,13.0
2010.0,7.3,167.947,-19.702,16.0
2010.0,6.4,171.161,53.127,18.0
2010.0,6.4,143.595,26.81,18.0
2010.0,7.4,143.698,26.901,14.0
2010.0,6.7,59.18,28.412,12.0
2010.0,6.0,128.786,-7.268,134.9
2010.0,6.2,155.647,-6.534,135.8
2010.0,6.3,-25.741,-56.412,29.4
2010.0,6.6,149.977,-6.001,33.0
2010.0,6.1,-178.956,-15.888,15.2
2010.0,6.8,139.187,28.349,470.0
2010.0,6.1,148.966,-5.959,68.0
2010.0,6.0,-131.479,-54.967,10.0
2010.0,6.5,96.394,-45.464,10.0
2010.0,6.1,-174.28,-20.466,18.0
2010.0,6.0,134.071,-4.617,10.0
2010.0,6.4,-142.292,-56.586,10.0
2010.0,6.3,100.372,-2.958,26.0
2010.0,7.8,100.082,-3.487,20.1
2010.0,6.7,-109.156,24.696,13.0
2010.0,6.2,128.217,2.831,120.0
2010.0,6.0,-175.18,51.287,27.7
2010.0,6.4,-175.361,51.374,19.0
2010.0,6.3,125.154,24.27,32.0
2010.0,7.0,133.76,-4.963,26.0
2010.0,6.2,133.712,-4.909,10.0
2010.0,6.0,133.917,-5.314,30.0
2010.0,6.3,70.774,36.443,220.1
2010.0,6.2,-73.412,-37.034,16.0
2010.0,6.3,169.818,-20.671,10.0
2010.0,6.3,-179.306,-15.879,9.0
2010.0,6.1,-173.999,-17.368,69.0
2010.0,7.0,171.83,-43.522,12.0
2010.0,6.5,-175.87,51.451,23.5
2010.0,6.2,-107.193,18.795,10.0
2010.0,6.1,154.246,-6.57,19.0
2010.0,6.3,141.514,12.234,10.0
2010.0,6.2,-178.826,-20.799,603.2
2010.0,6.3,65.647,-17.759,9.8
2010.0,6.3,148.342,-5.692,174.7
2010.0,6.6,141.429,12.273,13.0
2010.0,6.2,141.487,12.348,10.0
2010.0,6.9,141.474,12.487,16.0
